Season,Round,Circuit,Driver,Constructor,Laps,Position,TotalPitStops,AvgPitStopTime,PitStops
2017,15,Sepang International Circuit,Romain Grosjean,Haas F1 Team,55,13,2,24.6655,"[{'Lap': 11, 'StopTime': 24.912}, {'Lap': 33, 'StopTime': 24.419}]"
2017,15,Sepang International Circuit,Pierre Gasly,Toro Rosso,55,14,1,25.044,"[{'Lap': 12, 'StopTime': 25.044}]"
2017,15,Sepang International Circuit,Jolyon Palmer,Renault,55,15,1,25.558,"[{'Lap': 13, 'StopTime': 25.558}]"
2017,15,Sepang International Circuit,Nico HÃ¼lkenberg,Renault,55,16,2,25.293,"[{'Lap': 9, 'StopTime': 24.872}, {'Lap': 50, 'StopTime': 25.714}]"
2017,15,Sepang International Circuit,Pascal Wehrlein,Sauber,55,17,1,25.06,"[{'Lap': 37, 'StopTime': 25.06}]"
2017,15,Sepang International Circuit,Marcus Ericsson,Sauber,54,18,1,24.719,"[{'Lap': 38, 'StopTime': 24.719}]"
2017,15,Sepang International Circuit,Carlos Sainz,Toro Rosso,29,19,0,,[]
2017,15,Sepang International Circuit,Kimi RÃ¤ikkÃ¶nen,Ferrari,0,20,0,,[]
2017,16,Suzuka Circuit,Lewis Hamilton,Mercedes,53,1,1,22.724,"[{'Lap': 22, 'StopTime': 22.724}]"
2017,16,Suzuka Circuit,Max Verstappen,Red Bull,53,2,1,22.62,"[{'Lap': 21, 'StopTime': 22.62}]"
2017,16,Suzuka Circuit,Daniel Ricciardo,Red Bull,53,3,1,23.796,"[{'Lap': 25, 'StopTime': 23.796}]"
2017,16,Suzuka Circuit,Valtteri Bottas,Mercedes,53,4,1,22.876,"[{'Lap': 30, 'StopTime': 22.876}]"
2017,16,Suzuka Circuit,Kimi RÃ¤ikkÃ¶nen,Ferrari,53,5,1,23.699,"[{'Lap': 28, 'StopTime': 23.699}]"
2017,16,Suzuka Circuit,Esteban Ocon,Force India,53,6,1,24.078,"[{'Lap': 20, 'StopTime': 24.078}]"
2017,16,Suzuka Circuit,Sergio PÃ©rez,Force India,53,7,1,23.634,"[{'Lap': 21, 'StopTime': 23.634}]"
2017,16,Suzuka Circuit,Kevin Magnussen,Haas F1 Team,53,8,1,23.065,"[{'Lap': 19, 'StopTime': 23.065}]"
2017,16,Suzuka Circuit,Romain Grosjean,Haas F1 Team,53,9,1,22.781,"[{'Lap': 23, 'StopTime': 22.781}]"
2017,16,Suzuka Circuit,Felipe Massa,Williams,52,10,1,22.956,"[{'Lap': 17, 'StopTime': 22.956}]"
2017,16,Suzuka Circuit,Fernando Alonso,McLaren,52,11,1,24.636,"[{'Lap': 25, 'StopTime': 24.636}]"
2017,16,Suzuka Circuit,Jolyon Palmer,Renault,52,12,1,25.618,"[{'Lap': 39, 'StopTime': 25.618}]"
2017,16,Suzuka Circuit,Pierre Gasly,Toro Rosso,52,13,2,23.8785,"[{'Lap': 22, 'StopTime': 23.344}, {'Lap': 39, 'StopTime': 24.413}]"
2017,16,Suzuka Circuit,Stoffel Vandoorne,McLaren,52,14,2,23.4145,"[{'Lap': 9, 'StopTime': 23.43}, {'Lap': 34, 'StopTime': 23.399}]"
2017,16,Suzuka Circuit,Pascal Wehrlein,Sauber,51,15,3,24.7646666666666,"[{'Lap': 2, 'StopTime': 24.424}, {'Lap': 3, 'StopTime': 24.918}, {'Lap': 25, 'StopTime': 24.952}]"
2017,16,Suzuka Circuit,Lance Stroll,Williams,45,16,2,23.1055,"[{'Lap': 4, 'StopTime': 23.475}, {'Lap': 35, 'StopTime': 22.736}]"
2017,16,Suzuka Circuit,Nico HÃ¼lkenberg,Renault,40,17,1,23.199,"[{'Lap': 38, 'StopTime': 23.199}]"
2017,16,Suzuka Circuit,Marcus Ericsson,Sauber,7,18,0,,[]
2017,16,Suzuka Circuit,Sebastian Vettel,Ferrari,4,19,0,,[]
2017,16,Suzuka Circuit,Carlos Sainz,Toro Rosso,0,20,0,,[]
2017,17,Circuit of the Americas,Lewis Hamilton,Mercedes,56,1,1,23.402,"[{'Lap': 19, 'StopTime': 23.402}]"
2017,17,Circuit of the Americas,Sebastian Vettel,Ferrari,56,2,2,23.96,"[{'Lap': 16, 'StopTime': 24.3}, {'Lap': 38, 'StopTime': 23.62}]"
2017,17,Circuit of the Americas,Kimi RÃ¤ikkÃ¶nen,Ferrari,56,3,1,23.575,"[{'Lap': 20, 'StopTime': 23.575}]"
2017,17,Circuit of the Americas,Max Verstappen,Red Bull,56,4,2,23.874,"[{'Lap': 24, 'StopTime': 24.325}, {'Lap': 37, 'StopTime': 23.423}]"
2017,17,Circuit of the Americas,Valtteri Bottas,Mercedes,56,5,2,23.3565,"[{'Lap': 18, 'StopTime': 23.459}, {'Lap': 52, 'StopTime': 23.254}]"
2017,17,Circuit of the Americas,Esteban Ocon,Force India,56,6,1,24.502,"[{'Lap': 14, 'StopTime': 24.502}]"
2017,17,Circuit of the Americas,Carlos Sainz,Renault,56,7,1,24.525,"[{'Lap': 19, 'StopTime': 24.525}]"
2017,17,Circuit of the Americas,Sergio PÃ©rez,Force India,55,8,1,24.326,"[{'Lap': 12, 'StopTime': 24.326}]"
2017,17,Circuit of the Americas,Felipe Massa,Williams,55,9,1,23.772,"[{'Lap': 29, 'StopTime': 23.772}]"
2017,17,Circuit of the Americas,Daniil Kvyat,Toro Rosso,55,10,1,24.883,"[{'Lap': 17, 'StopTime': 24.883}]"
2017,17,Circuit of the Americas,Lance Stroll,Williams,55,11,2,24.723,"[{'Lap': 10, 'StopTime': 24.949}, {'Lap': 36, 'StopTime': 24.497}]"
2017,17,Circuit of the Americas,Stoffel Vandoorne,McLaren,55,12,1,23.578,"[{'Lap': 25, 'StopTime': 23.578}]"
2017,17,Circuit of the Americas,Brendon Hartley,Toro Rosso,55,13,2,24.3145,"[{'Lap': 8, 'StopTime': 24.4}, {'Lap': 35, 'StopTime': 24.229}]"
2017,17,Circuit of the Americas,Romain Grosjean,Haas F1 Team,55,14,1,24.897,"[{'Lap': 16, 'StopTime': 24.897}]"
2017,17,Circuit of the Americas,Marcus Ericsson,Sauber,55,15,1,25.841,"[{'Lap': 21, 'StopTime': 25.841}]"
2017,17,Circuit of the Americas,Kevin Magnussen,Haas F1 Team,55,16,2,25.1899999999999,"[{'Lap': 1, 'StopTime': 25.112}, {'Lap': 49, 'StopTime': 25.268}]"
2017,17,Circuit of the Americas,Fernando Alonso,McLaren,24,17,1,23.796,"[{'Lap': 14, 'StopTime': 23.796}]"
2017,17,Circuit of the Americas,Daniel Ricciardo,Red Bull,14,18,1,23.604,"[{'Lap': 12, 'StopTime': 23.604}]"
2017,17,Circuit of the Americas,Pascal Wehrlein,Sauber,5,19,1,31.334,"[{'Lap': 3, 'StopTime': 31.334}]"
2017,17,Circuit of the Americas,Nico HÃ¼lkenberg,Renault,3,20,0,,[]
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Max Verstappen,Red Bull,71,1,1,22.57,"[{'Lap': 32, 'StopTime': 22.57}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Valtteri Bottas,Mercedes,71,2,1,21.758,"[{'Lap': 32, 'StopTime': 21.758}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Kimi RÃ¤ikkÃ¶nen,Ferrari,71,3,1,22.54,"[{'Lap': 32, 'StopTime': 22.54}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Sebastian Vettel,Ferrari,71,4,2,27.208,"[{'Lap': 1, 'StopTime': 32.037}, {'Lap': 32, 'StopTime': 22.379}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Esteban Ocon,Force India,70,5,1,22.665,"[{'Lap': 20, 'StopTime': 22.665}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Lance Stroll,Williams,70,6,1,21.825,"[{'Lap': 32, 'StopTime': 21.825}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Sergio PÃ©rez,Force India,70,7,2,22.7155,"[{'Lap': 18, 'StopTime': 22.903}, {'Lap': 50, 'StopTime': 22.528}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Kevin Magnussen,Haas F1 Team,70,8,1,22.507,"[{'Lap': 31, 'StopTime': 22.507}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Lewis Hamilton,Mercedes,70,9,2,26.299,"[{'Lap': 1, 'StopTime': 29.283}, {'Lap': 31, 'StopTime': 23.315}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Fernando Alonso,McLaren,70,10,1,22.655,"[{'Lap': 32, 'StopTime': 22.655}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Felipe Massa,Williams,70,11,1,22.055,"[{'Lap': 3, 'StopTime': 22.055}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Stoffel Vandoorne,McLaren,70,12,1,28.044,"[{'Lap': 31, 'StopTime': 28.044}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Pierre Gasly,Toro Rosso,70,13,1,22.709,"[{'Lap': 31, 'StopTime': 22.709}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Pascal Wehrlein,Sauber,69,14,1,23.358,"[{'Lap': 4, 'StopTime': 23.358}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Romain Grosjean,Haas F1 Team,69,15,2,25.898,"[{'Lap': 31, 'StopTime': 28.761}, {'Lap': 62, 'StopTime': 23.035}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Carlos Sainz,Renault,59,16,2,22.9435,"[{'Lap': 2, 'StopTime': 22.852}, {'Lap': 31, 'StopTime': 23.035}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Marcus Ericsson,Sauber,55,17,1,22.736,"[{'Lap': 28, 'StopTime': 22.736}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Brendon Hartley,Toro Rosso,30,18,0,,[]
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Nico HÃ¼lkenberg,Renault,24,19,1,22.587,"[{'Lap': 19, 'StopTime': 22.587}]"
2017,18,AutÃ³dromo Hermanos RodrÃ­guez,Daniel Ricciardo,Red Bull,5,20,0,,[]
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Sebastian Vettel,Ferrari,71,1,4,19.373,"[{'Lap': 1, 'StopTime': 19.097}, {'Lap': 2, 'StopTime': 17.817}, {'Lap': 3, 'StopTime': 17.842}, {'Lap': 28, 'StopTime': 22.736}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Valtteri Bottas,Mercedes,71,2,4,19.348,"[{'Lap': 1, 'StopTime': 18.717}, {'Lap': 2, 'StopTime': 17.827}, {'Lap': 3, 'StopTime': 17.784}, {'Lap': 27, 'StopTime': 23.064}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Kimi RÃ¤ikkÃ¶nen,Ferrari,71,3,4,19.73,"[{'Lap': 1, 'StopTime': 19.433}, {'Lap': 2, 'StopTime': 18.027}, {'Lap': 3, 'StopTime': 18.29}, {'Lap': 29, 'StopTime': 23.17}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Lewis Hamilton,Mercedes,71,4,4,20.115,"[{'Lap': 1, 'StopTime': 19.377}, {'Lap': 2, 'StopTime': 19.237}, {'Lap': 3, 'StopTime': 18.725}, {'Lap': 43, 'StopTime': 23.121}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Max Verstappen,Red Bull,71,5,5,20.1162,"[{'Lap': 1, 'StopTime': 18.827}, {'Lap': 2, 'StopTime': 17.913}, {'Lap': 3, 'StopTime': 18.017}, {'Lap': 28, 'StopTime': 23.18}, {'Lap': 62, 'StopTime': 22.644}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Daniel Ricciardo,Red Bull,71,6,4,21.372,"[{'Lap': 1, 'StopTime': 25.946}, {'Lap': 2, 'StopTime': 17.929}, {'Lap': 3, 'StopTime': 18.129}, {'Lap': 43, 'StopTime': 23.484}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Felipe Massa,Williams,71,7,4,19.2485,"[{'Lap': 1, 'StopTime': 18.238}, {'Lap': 2, 'StopTime': 17.736}, {'Lap': 3, 'StopTime': 17.745}, {'Lap': 27, 'StopTime': 23.275}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Fernando Alonso,McLaren,71,8,4,19.32875,"[{'Lap': 1, 'StopTime': 18.487}, {'Lap': 2, 'StopTime': 17.77}, {'Lap': 3, 'StopTime': 17.716}, {'Lap': 28, 'StopTime': 23.342}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Sergio PÃ©rez,Force India,71,9,4,19.36825,"[{'Lap': 1, 'StopTime': 18.417}, {'Lap': 2, 'StopTime': 17.959}, {'Lap': 3, 'StopTime': 17.822}, {'Lap': 35, 'StopTime': 23.275}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Nico HÃ¼lkenberg,Renault,70,10,4,19.8955,"[{'Lap': 1, 'StopTime': 18.927}, {'Lap': 2, 'StopTime': 18.549}, {'Lap': 3, 'StopTime': 18.052}, {'Lap': 30, 'StopTime': 24.054}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Carlos Sainz,Renault,70,11,4,19.92725,"[{'Lap': 1, 'StopTime': 19.208}, {'Lap': 2, 'StopTime': 18.604}, {'Lap': 3, 'StopTime': 18.347}, {'Lap': 31, 'StopTime': 23.55}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Pierre Gasly,Toro Rosso,70,12,4,20.06,"[{'Lap': 1, 'StopTime': 19.43}, {'Lap': 2, 'StopTime': 18.855}, {'Lap': 3, 'StopTime': 18.207}, {'Lap': 44, 'StopTime': 23.748}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Marcus Ericsson,Sauber,70,13,4,20.20475,"[{'Lap': 1, 'StopTime': 19.603}, {'Lap': 2, 'StopTime': 19.25}, {'Lap': 3, 'StopTime': 17.802}, {'Lap': 44, 'StopTime': 24.164}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Pascal Wehrlein,Sauber,70,14,3,21.4543333333333,"[{'Lap': 1, 'StopTime': 26.439}, {'Lap': 2, 'StopTime': 19.16}, {'Lap': 3, 'StopTime': 18.764}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Romain Grosjean,Haas F1 Team,69,15,4,24.39975,"[{'Lap': 1, 'StopTime': 25.845}, {'Lap': 2, 'StopTime': 18.86}, {'Lap': 3, 'StopTime': 18.456}, {'Lap': 48, 'StopTime': 34.438}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Lance Stroll,Williams,69,16,5,20.9166,"[{'Lap': 1, 'StopTime': 20.146}, {'Lap': 2, 'StopTime': 19.27}, {'Lap': 3, 'StopTime': 17.925}, {'Lap': 28, 'StopTime': 22.486}, {'Lap': 67, 'StopTime': 24.756}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Brendon Hartley,Toro Rosso,40,17,4,20.23575,"[{'Lap': 1, 'StopTime': 19.936}, {'Lap': 2, 'StopTime': 19.439}, {'Lap': 3, 'StopTime': 17.738}, {'Lap': 27, 'StopTime': 23.83}]"
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Esteban Ocon,Force India,0,18,0,,[]
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Stoffel Vandoorne,McLaren,0,19,0,,[]
2017,19,AutÃ³dromo JosÃ© Carlos Pace,Kevin Magnussen,Haas F1 Team,0,20,0,,[]
2017,20,Yas Marina Circuit,Valtteri Bottas,Mercedes,55,1,1,21.478,"[{'Lap': 21, 'StopTime': 21.478}]"
2017,20,Yas Marina Circuit,Lewis Hamilton,Mercedes,55,2,1,21.274,"[{'Lap': 24, 'StopTime': 21.274}]"
2017,20,Yas Marina Circuit,Sebastian Vettel,Ferrari,55,3,1,21.221,"[{'Lap': 20, 'StopTime': 21.221}]"
2017,20,Yas Marina Circuit,Kimi RÃ¤ikkÃ¶nen,Ferrari,55,4,1,21.609,"[{'Lap': 15, 'StopTime': 21.609}]"
2017,20,Yas Marina Circuit,Max Verstappen,Red Bull,55,5,1,21.269,"[{'Lap': 14, 'StopTime': 21.269}]"
2017,20,Yas Marina Circuit,Nico HÃ¼lkenberg,Renault,55,6,1,29.724,"[{'Lap': 17, 'StopTime': 29.724}]"
2017,20,Yas Marina Circuit,Sergio PÃ©rez,Force India,55,7,1,21.869,"[{'Lap': 16, 'StopTime': 21.869}]"
2017,20,Yas Marina Circuit,Esteban Ocon,Force India,55,8,1,21.865,"[{'Lap': 31, 'StopTime': 21.865}]"
2017,20,Yas Marina Circuit,Fernando Alonso,McLaren,54,9,1,22.541,"[{'Lap': 21, 'StopTime': 22.541}]"
2017,20,Yas Marina Circuit,Felipe Massa,Williams,54,10,1,21.449,"[{'Lap': 22, 'StopTime': 21.449}]"
2017,20,Yas Marina Circuit,Romain Grosjean,Haas F1 Team,54,11,1,21.85,"[{'Lap': 32, 'StopTime': 21.85}]"
2017,20,Yas Marina Circuit,Stoffel Vandoorne,McLaren,54,12,1,22.125,"[{'Lap': 12, 'StopTime': 22.125}]"
2017,20,Yas Marina Circuit,Kevin Magnussen,Haas F1 Team,54,13,1,21.875,"[{'Lap': 22, 'StopTime': 21.875}]"
2017,20,Yas Marina Circuit,Pascal Wehrlein,Sauber,54,14,1,22.959,"[{'Lap': 28, 'StopTime': 22.959}]"
2017,20,Yas Marina Circuit,Brendon Hartley,Toro Rosso,54,15,1,21.598,"[{'Lap': 26, 'StopTime': 21.598}]"
2017,20,Yas Marina Circuit,Pierre Gasly,Toro Rosso,54,16,1,21.519,"[{'Lap': 30, 'StopTime': 21.519}]"
2017,20,Yas Marina Circuit,Marcus Ericsson,Sauber,54,17,1,22.176,"[{'Lap': 30, 'StopTime': 22.176}]"
2017,20,Yas Marina Circuit,Lance Stroll,Williams,54,18,3,21.688,"[{'Lap': 11, 'StopTime': 21.613}, {'Lap': 29, 'StopTime': 21.543}, {'Lap': 35, 'StopTime': 21.908}]"
2017,20,Yas Marina Circuit,Carlos Sainz,Renault,31,19,1,21.956,"[{'Lap': 31, 'StopTime': 21.956}]"
2017,20,Yas Marina Circuit,Daniel Ricciardo,Red Bull,20,20,1,23.477,"[{'Lap': 19, 'StopTime': 23.477}]"
2018,1,Albert Park Grand Prix Circuit,Sebastian Vettel,Ferrari,58,1,1,21.787,"[{'Lap': 26, 'StopTime': 21.787}]"
2018,1,Albert Park Grand Prix Circuit,Lewis Hamilton,Mercedes,58,2,1,21.821,"[{'Lap': 19, 'StopTime': 21.821}]"
2018,1,Albert Park Grand Prix Circuit,Kimi RÃ¤ikkÃ¶nen,Ferrari,58,3,1,21.421,"[{'Lap': 18, 'StopTime': 21.421}]"
2018,1,Albert Park Grand Prix Circuit,Daniel Ricciardo,Red Bull,58,4,1,21.44,"[{'Lap': 26, 'StopTime': 21.44}]"
2018,1,Albert Park Grand Prix Circuit,Fernando Alonso,McLaren,58,5,1,22.573,"[{'Lap': 26, 'StopTime': 22.573}]"
2018,1,Albert Park Grand Prix Circuit,Max Verstappen,Red Bull,58,6,1,20.953,"[{'Lap': 21, 'StopTime': 20.953}]"
2018,1,Albert Park Grand Prix Circuit,Nico HÃ¼lkenberg,Renault,58,7,1,22.628,"[{'Lap': 24, 'StopTime': 22.628}]"
2018,1,Albert Park Grand Prix Circuit,Valtteri Bottas,Mercedes,58,8,1,21.664,"[{'Lap': 25, 'StopTime': 21.664}]"
2018,1,Albert Park Grand Prix Circuit,Stoffel Vandoorne,McLaren,58,9,1,22.474,"[{'Lap': 25, 'StopTime': 22.474}]"
2018,1,Albert Park Grand Prix Circuit,Carlos Sainz,Renault,58,10,1,23.868,"[{'Lap': 22, 'StopTime': 23.868}]"
2018,1,Albert Park Grand Prix Circuit,Sergio PÃ©rez,Force India,58,11,1,22.327,"[{'Lap': 24, 'StopTime': 22.327}]"
2018,1,Albert Park Grand Prix Circuit,Esteban Ocon,Force India,58,12,1,21.854,"[{'Lap': 23, 'StopTime': 21.854}]"
2018,1,Albert Park Grand Prix Circuit,Charles Leclerc,Sauber,58,13,2,22.539,"[{'Lap': 20, 'StopTime': 22.242}, {'Lap': 27, 'StopTime': 22.836}]"
2018,1,Albert Park Grand Prix Circuit,Lance Stroll,Williams,58,14,2,23.4504999999999,"[{'Lap': 25, 'StopTime': 25.504}, {'Lap': 29, 'StopTime': 21.397}]"
2018,1,Albert Park Grand Prix Circuit,Brendon Hartley,Toro Rosso,57,15,2,22.2545,"[{'Lap': 1, 'StopTime': 22.213}, {'Lap': 22, 'StopTime': 22.296}]"
2018,1,Albert Park Grand Prix Circuit,Romain Grosjean,Haas F1 Team,24,16,1,23.054,"[{'Lap': 24, 'StopTime': 23.054}]"
2018,1,Albert Park Grand Prix Circuit,Kevin Magnussen,Haas F1 Team,22,17,1,21.983,"[{'Lap': 22, 'StopTime': 21.983}]"
2018,1,Albert Park Grand Prix Circuit,Pierre Gasly,Toro Rosso,13,18,0,,[]
2018,1,Albert Park Grand Prix Circuit,Marcus Ericsson,Sauber,5,19,0,,[]
2018,1,Albert Park Grand Prix Circuit,Sergey Sirotkin,Williams,4,20,0,,[]
2018,2,Bahrain International Circuit,Sebastian Vettel,Ferrari,57,1,1,24.524,"[{'Lap': 18, 'StopTime': 24.524}]"
2018,2,Bahrain International Circuit,Valtteri Bottas,Mercedes,57,2,1,26.105,"[{'Lap': 20, 'StopTime': 26.105}]"
2018,2,Bahrain International Circuit,Lewis Hamilton,Mercedes,57,3,1,24.302,"[{'Lap': 26, 'StopTime': 24.302}]"
2018,2,Bahrain International Circuit,Pierre Gasly,Toro Rosso,57,4,2,24.896,"[{'Lap': 15, 'StopTime': 24.835}, {'Lap': 34, 'StopTime': 24.957}]"
2018,2,Bahrain International Circuit,Kevin Magnussen,Haas F1 Team,57,5,2,24.8675,"[{'Lap': 13, 'StopTime': 25.106}, {'Lap': 27, 'StopTime': 24.629}]"
2018,2,Bahrain International Circuit,Nico HÃ¼lkenberg,Renault,57,6,2,24.418,"[{'Lap': 15, 'StopTime': 24.454}, {'Lap': 39, 'StopTime': 24.382}]"
2018,2,Bahrain International Circuit,Fernando Alonso,McLaren,56,7,2,24.787,"[{'Lap': 14, 'StopTime': 24.993}, {'Lap': 39, 'StopTime': 24.581}]"
2018,2,Bahrain International Circuit,Stoffel Vandoorne,McLaren,56,8,2,25.106,"[{'Lap': 10, 'StopTime': 25.081}, {'Lap': 28, 'StopTime': 25.131}]"
2018,2,Bahrain International Circuit,Marcus Ericsson,Sauber,56,9,1,25.194,"[{'Lap': 23, 'StopTime': 25.194}]"
2018,2,Bahrain International Circuit,Esteban Ocon,Force India,56,10,2,24.6575,"[{'Lap': 15, 'StopTime': 24.719}, {'Lap': 35, 'StopTime': 24.596}]"
2018,2,Bahrain International Circuit,Carlos Sainz,Renault,56,11,2,25.5375,"[{'Lap': 16, 'StopTime': 25.768}, {'Lap': 26, 'StopTime': 25.307}]"
2018,2,Bahrain International Circuit,Charles Leclerc,Sauber,56,12,2,25.351,"[{'Lap': 3, 'StopTime': 25.563}, {'Lap': 34, 'StopTime': 25.139}]"
2018,2,Bahrain International Circuit,Romain Grosjean,Haas F1 Team,56,13,3,25.6003333333333,"[{'Lap': 18, 'StopTime': 25.011}, {'Lap': 30, 'StopTime': 25.527}, {'Lap': 45, 'StopTime': 26.263}]"
2018,2,Bahrain International Circuit,Lance Stroll,Williams,56,14,2,29.125,"[{'Lap': 10, 'StopTime': 33.612}, {'Lap': 30, 'StopTime': 24.638}]"
2018,2,Bahrain International Circuit,Sergey Sirotkin,Williams,56,15,2,25.1825,"[{'Lap': 22, 'StopTime': 24.672}, {'Lap': 40, 'StopTime': 25.693}]"
2018,2,Bahrain International Circuit,Sergio PÃ©rez,Force India,56,16,2,24.8345,"[{'Lap': 9, 'StopTime': 24.992}, {'Lap': 32, 'StopTime': 24.677}]"
2018,2,Bahrain International Circuit,Brendon Hartley,Toro Rosso,56,17,2,30.7995,"[{'Lap': 20, 'StopTime': 36.646}, {'Lap': 42, 'StopTime': 24.953}]"
2018,2,Bahrain International Circuit,Kimi RÃ¤ikkÃ¶nen,Ferrari,35,18,1,25.018,"[{'Lap': 19, 'StopTime': 25.018}]"
2018,2,Bahrain International Circuit,Max Verstappen,Red Bull,3,19,1,30.381,"[{'Lap': 2, 'StopTime': 30.381}]"
2018,2,Bahrain International Circuit,Daniel Ricciardo,Red Bull,1,20,0,,[]
2018,3,Shanghai International Circuit,Daniel Ricciardo,Red Bull,56,1,2,22.8665,"[{'Lap': 17, 'StopTime': 23.042}, {'Lap': 31, 'StopTime': 22.691}]"
2018,3,Shanghai International Circuit,Valtteri Bottas,Mercedes,56,2,1,22.097,"[{'Lap': 19, 'StopTime': 22.097}]"
2018,3,Shanghai International Circuit,Kimi RÃ¤ikkÃ¶nen,Ferrari,56,3,1,22.913,"[{'Lap': 27, 'StopTime': 22.913}]"
2018,3,Shanghai International Circuit,Lewis Hamilton,Mercedes,56,4,1,22.464,"[{'Lap': 18, 'StopTime': 22.464}]"
2018,3,Shanghai International Circuit,Max Verstappen,Red Bull,56,5,2,22.6555,"[{'Lap': 17, 'StopTime': 22.715}, {'Lap': 31, 'StopTime': 22.596}]"
2018,3,Shanghai International Circuit,Nico HÃ¼lkenberg,Renault,56,6,2,23.4755,"[{'Lap': 13, 'StopTime': 23.654}, {'Lap': 31, 'StopTime': 23.297}]"
2018,3,Shanghai International Circuit,Fernando Alonso,McLaren,56,7,1,24.11,"[{'Lap': 29, 'StopTime': 24.11}]"
2018,3,Shanghai International Circuit,Sebastian Vettel,Ferrari,56,8,1,23.009,"[{'Lap': 20, 'StopTime': 23.009}]"
2018,3,Shanghai International Circuit,Carlos Sainz,Renault,56,9,2,23.526,"[{'Lap': 12, 'StopTime': 23.935}, {'Lap': 31, 'StopTime': 23.117}]"
2018,3,Shanghai International Circuit,Kevin Magnussen,Haas F1 Team,56,10,1,22.973,"[{'Lap': 24, 'StopTime': 22.973}]"
2018,3,Shanghai International Circuit,Esteban Ocon,Force India,56,11,2,22.959,"[{'Lap': 11, 'StopTime': 23.281}, {'Lap': 31, 'StopTime': 22.637}]"
2018,3,Shanghai International Circuit,Sergio PÃ©rez,Force India,56,12,2,22.595,"[{'Lap': 12, 'StopTime': 22.856}, {'Lap': 32, 'StopTime': 22.334}]"
2018,3,Shanghai International Circuit,Stoffel Vandoorne,McLaren,56,13,1,23.73,"[{'Lap': 22, 'StopTime': 23.73}]"
2018,3,Shanghai International Circuit,Lance Stroll,Williams,56,14,1,22.661,"[{'Lap': 23, 'StopTime': 22.661}]"
2018,3,Shanghai International Circuit,Sergey Sirotkin,Williams,56,15,2,23.2195,"[{'Lap': 28, 'StopTime': 23.716}, {'Lap': 33, 'StopTime': 22.723}]"
2018,3,Shanghai International Circuit,Marcus Ericsson,Sauber,56,16,1,22.785,"[{'Lap': 29, 'StopTime': 22.785}]"
2018,3,Shanghai International Circuit,Romain Grosjean,Haas F1 Team,56,17,2,23.358,"[{'Lap': 16, 'StopTime': 22.981}, {'Lap': 46, 'StopTime': 23.735}]"
2018,3,Shanghai International Circuit,Pierre Gasly,Toro Rosso,56,18,2,29.2999999999999,"[{'Lap': 20, 'StopTime': 23.95}, {'Lap': 31, 'StopTime': 34.65}]"
2018,3,Shanghai International Circuit,Charles Leclerc,Sauber,56,19,1,23.392,"[{'Lap': 21, 'StopTime': 23.392}]"
2018,3,Shanghai International Circuit,Brendon Hartley,Toro Rosso,51,20,2,23.621,"[{'Lap': 10, 'StopTime': 23.172}, {'Lap': 30, 'StopTime': 24.07}]"
